review_id,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
4595,2022/8/10,2022/8/10,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,3.00 ,5.00 
4596,2014/4/21,2019/8/2,4.88 ,4.94 ,4.56 ,4.89 ,5.00 ,4.89 ,4.94 
4597,2017/8/13,2019/8/22,4.36 ,4.86 ,4.07 ,4.93 ,4.86 ,4.71 ,4.57 
4598,,,,,,,,,
4599,2021/11/25,2022/9/1,4.72 ,4.94 ,4.22 ,4.83 ,4.89 ,4.89 ,4.78 
4600,2021/12/24,2021/12/24,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.00 ,5.00 
4601,,,,,,,,,
4602,,,,,,,,,
4603,2019/1/19,2019/1/19,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4604,2017/5/7,2017/10/21,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4605,2022/7/24,2022/8/28,5.00 ,5.00 ,4.71 ,5.00 ,5.00 ,5.00 ,4.86 
4606,2019/12/2,2020/3/12,5.00 ,4.50 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4607,2019/3/4,2022/8/9,4.71 ,4.66 ,4.60 ,4.76 ,4.74 ,4.90 ,4.62 
4608,2021/12/4,2022/8/24,4.79 ,4.77 ,4.62 ,4.92 ,4.95 ,4.82 ,4.69 
4609,2020/10/21,2022/3/20,5.00 ,4.97 ,4.89 ,4.94 ,5.00 ,5.00 ,4.77 
4610,2021/11/29,2022/8/25,4.67 ,4.89 ,4.62 ,4.96 ,4.84 ,4.96 ,4.64 
4611,2021/12/21,2022/9/4,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.94 
4612,2022/5/11,2022/9/4,5.00 ,5.00 ,4.92 ,5.00 ,5.00 ,4.25 ,5.00 
4613,2015/10/16,2022/7/12,4.39 ,4.33 ,4.44 ,4.72 ,4.61 ,4.83 ,4.39 
4614,2015/8/4,2017/3/4,4.71 ,4.94 ,4.80 ,4.97 ,5.00 ,4.76 ,4.88 
4615,2010/5/20,2022/8/27,4.69 ,4.84 ,4.87 ,4.82 ,4.72 ,4.65 ,4.68 
4616,2021/12/7,2022/8/30,4.93 ,5.00 ,4.96 ,4.89 ,4.96 ,4.86 ,4.93 
4617,2015/8/24,2015/8/30,4.00 ,5.00 ,3.50 ,5.00 ,5.00 ,4.00 ,5.00 
4618,,,,,,,,,
4619,2021/7/24,2021/11/23,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4620,2022/7/4,2022/8/12,3.67 ,3.67 ,3.67 ,3.67 ,3.67 ,4.33 ,3.67 
4621,2019/7/21,2019/8/19,4.00 ,3.50 ,4.25 ,5.00 ,5.00 ,4.00 ,3.25 
4622,,,,,,,,,
4623,,,,,,,,,
4624,2021/1/25,2021/5/3,4.50 ,4.50 ,3.50 ,5.00 ,5.00 ,5.00 ,4.00 
4625,,,,,,,,,
4626,,,,,,,,,
4627,,,,,,,,,
4628,2021/10/20,2022/2/23,4.65 ,4.53 ,4.29 ,4.71 ,4.88 ,4.71 ,4.35 
4629,2021/12/5,2021/12/5,4.00 ,4.00 ,3.00 ,4.00 ,4.00 ,3.00 ,3.00 
4630,2022/7/9,2022/7/9,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4631,,,,,,,,,
4632,2020/3/18,2022/1/25,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4633,2018/9/26,2019/1/2,4.50 ,5.00 ,5.00 ,5.00 ,5.00 ,4.50 ,5.00 
4634,2021/12/27,2022/8/13,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4635,2021/12/28,2022/6/27,4.60 ,4.60 ,4.20 ,4.40 ,4.80 ,5.00 ,4.20 
4636,2021/5/23,2021/11/14,3.86 ,3.86 ,4.00 ,4.71 ,4.43 ,4.86 ,4.00 
4637,,,,,,,,,
4638,2021/8/7,2022/8/12,4.50 ,4.50 ,4.00 ,5.00 ,4.50 ,3.50 ,4.50 
4639,2019/1/21,2019/1/21,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4640,2019/3/5,2019/3/11,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4641,5,4.75,4.75 ,2.49 ,0.96 ,2.00 ,1.00 ,1.00 ,0.00 
4642,2021/10/10,2022/9/6,4.84 ,4.82 ,4.86 ,4.89 ,4.86 ,4.68 ,4.61 
4643,,,,,,,,,
4644,2021/12/11,2022/9/5,4.87 ,4.89 ,4.74 ,4.89 ,4.97 ,4.84 ,4.84 
4645,2021/12/16,2022/8/14,4.56 ,4.75 ,4.63 ,4.94 ,4.81 ,4.78 ,4.63 
4646,2022/5/20,2022/8/14,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.50 
4647,2019/4/30,2022/8/28,4.50 ,4.45 ,4.40 ,4.65 ,4.60 ,4.50 ,4.35 
4648,2021/11/7,2021/11/7,5.00 ,5.00 ,5.00 ,3.00 ,5.00 ,5.00 ,5.00 
4649,,,,,,,,,
4650,2017/9/4,2018/5/26,4.40 ,4.65 ,4.40 ,4.84 ,4.75 ,4.58 ,4.26 
4651,2015/10/25,2020/9/1,4.80 ,4.76 ,4.92 ,4.84 ,5.00 ,4.98 ,4.67 
4652,,,,,,,,,
4653,2021/6/30,2022/8/15,4.75 ,5.00 ,5.00 ,5.00 ,5.00 ,4.75 ,5.00 
4654,2022/8/18,2022/8/18,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4655,2018/5/31,2020/10/18,4.92 ,4.88 ,4.81 ,5.00 ,4.96 ,4.81 ,4.65 
4656,,,,,,,,,
4657,2022/2/14,2022/3/6,5.00 ,5.00 ,4.50 ,5.00 ,5.00 ,4.50 ,5.00 
4658,,,,,,,,,
4659,,,,,,,,,
4660,2021/9/12,2022/8/29,4.61 ,4.61 ,4.64 ,4.76 ,4.67 ,4.12 ,4.39 
4661,2017/1/3,2018/5/28,4.50 ,5.00 ,3.50 ,5.00 ,5.00 ,4.50 ,5.00 
4662,2020/11/7,2022/9/6,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.89 ,5.00 
4663,2021/12/1,2022/5/30,4.57 ,4.43 ,4.43 ,4.86 ,4.86 ,4.71 ,4.43 
4664,2021/11/28,2022/9/4,4.92 ,4.83 ,4.88 ,4.92 ,4.92 ,4.58 ,4.88 
4665,,,,,,,,,
4666,2022/7/17,2022/7/17,5.00 ,5.00 ,5.00 ,4.00 ,5.00 ,5.00 ,5.00 
4667,,,,,,,,,
4668,2013/5/5,2022/9/3,4.90 ,4.93 ,4.88 ,4.92 ,4.97 ,4.91 ,4.77 
4669,,,,,,,,,
4670,2021/7/11,2022/9/6,4.62 ,4.70 ,4.84 ,4.59 ,4.43 ,4.78 ,4.68 
4671,2019/3/7,2019/3/16,3.00 ,4.00 ,4.00 ,4.00 ,5.00 ,5.00 ,5.00 
4672,2016/8/29,2020/1/1,4.92 ,4.86 ,4.81 ,4.96 ,4.92 ,4.81 ,4.82 
4673,2015/11/6,2022/7/17,4.67 ,4.60 ,4.53 ,4.73 ,4.93 ,4.73 ,4.47 
4674,2013/6/1,2019/1/12,4.87 ,4.93 ,4.95 ,4.98 ,4.90 ,4.63 ,4.85 
4675,2021/6/22,2022/7/7,4.64 ,4.77 ,4.51 ,4.90 ,4.82 ,4.85 ,4.62 
4676,,,,,,,,,
4677,2022/1/2,2022/1/2,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4678,2021/4/1,2021/4/1,4.00 ,5.00 ,3.00 ,5.00 ,4.00 ,5.00 ,3.00 
4679,,,,,,,,,
4680,2022/4/22,2022/4/22,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4681,2022/3/29,2022/8/9,4.89 ,4.78 ,4.89 ,4.78 ,4.89 ,4.33 ,4.78 
4682,2015/12/9,2015/12/9,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,3.00 
4683,2010/12/7,2019/8/21,4.88 ,4.71 ,4.29 ,4.86 ,5.00 ,5.00 ,4.71 
4684,2022/8/25,2022/8/31,5.00 ,5.00 ,4.50 ,5.00 ,5.00 ,5.00 ,5.00 
4685,2017/4/29,2019/10/3,5.00 ,5.00 ,4.91 ,5.00 ,5.00 ,4.73 ,5.00 
4686,2022/5/5,2022/8/3,4.92 ,4.84 ,4.88 ,5.00 ,5.00 ,4.84 ,4.84 
4687,2015/1/3,2022/8/25,4.86 ,4.89 ,4.95 ,4.85 ,4.77 ,4.56 ,4.75 
4688,2011/8/1,2022/6/26,4.93 ,4.90 ,4.91 ,4.94 ,4.95 ,4.97 ,4.84 
4689,2016/8/22,2022/8/4,4.98 ,4.91 ,4.98 ,5.00 ,4.93 ,4.74 ,4.88 
4690,2019/7/14,2019/7/14,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4691,2021/9/27,2022/9/5,4.79 ,4.87 ,4.74 ,4.95 ,4.95 ,4.72 ,4.79 
4692,2018/12/31,2019/10/28,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.86 ,5.00 
4693,2017/9/17,2018/11/23,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4694,2022/3/27,2022/6/27,4.20 ,5.00 ,5.00 ,5.00 ,5.00 ,4.60 ,4.00 
4695,2022/7/16,2022/8/22,3.67 ,4.67 ,3.33 ,4.67 ,4.00 ,4.67 ,3.67 
4696,2018/10/22,2022/8/13,4.97 ,5.00 ,5.00 ,5.00 ,4.97 ,4.42 ,4.94 
4697,2022/8/14,2022/8/14,1.00 ,3.00 ,1.00 ,2.00 ,3.00 ,5.00 ,1.00 
4698,2022/5/1,2022/7/5,4.80 ,5.00 ,4.60 ,4.80 ,4.80 ,4.60 ,4.40 
4699,2019/6/1,2022/6/17,5.00 ,4.92 ,4.58 ,4.92 ,5.00 ,5.00 ,4.83 
4700,,,,,,,,,
4701,,,,,,,,,
4702,2021/9/19,2022/6/27,4.00 ,4.25 ,3.75 ,4.25 ,4.00 ,4.50 ,4.00 
4703,2015/7/22,2018/7/11,4.78 ,4.87 ,4.63 ,4.92 ,4.95 ,4.93 ,4.83 
4704,2019/12/1,2020/3/14,4.50 ,4.83 ,5.00 ,5.00 ,5.00 ,4.83 ,5.00 
4705,2021/11/14,2022/4/10,4.91 ,4.78 ,4.91 ,4.91 ,4.96 ,4.96 ,4.83 
4706,2022/5/1,2022/8/15,4.88 ,5.00 ,4.50 ,5.00 ,5.00 ,4.88 ,4.88 
4707,2019/7/24,2022/8/24,4.89 ,4.91 ,4.81 ,4.86 ,4.96 ,4.77 ,4.75 
4708,2022/5/25,2022/5/25,4.00 ,5.00 ,5.00 ,2.00 ,2.00 ,5.00 ,3.00 
4709,2020/2/13,2022/3/20,4.80 ,4.90 ,4.80 ,4.70 ,4.80 ,4.90 ,4.70 
4710,2021/3/30,2022/8/25,4.93 ,4.93 ,4.96 ,5.00 ,5.00 ,4.70 ,4.93 
4711,,,,,,,,,
4712,2017/12/6,2022/9/5,4.98 ,5.00 ,4.96 ,4.93 ,4.97 ,4.93 ,4.90 
4713,2021/3/28,2022/8/21,4.50 ,4.57 ,4.57 ,4.57 ,4.64 ,4.64 ,4.50 
4714,2013/3/27,2022/8/14,4.68 ,4.84 ,4.74 ,4.78 ,4.81 ,4.88 ,4.58 
4715,2015/12/6,2017/12/8,4.91 ,4.90 ,4.82 ,4.90 ,5.00 ,5.00 ,4.90 
4716,2022/5/14,2022/8/6,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4717,,,,,,,,,
4718,2014/1/1,2015/12/30,3.50 ,4.00 ,4.00 ,5.00 ,5.00 ,5.00 ,4.00 
4719,,,,,,,,,
4720,2017/1/17,2020/3/14,4.69 ,4.85 ,4.44 ,4.79 ,4.72 ,4.41 ,4.72 
4721,2022/3/15,2022/9/5,4.97 ,4.97 ,5.00 ,4.90 ,5.00 ,4.76 ,4.86 
4722,2015/9/10,2015/10/5,4.00 ,5.00 ,3.00 ,5.00 ,5.00 ,5.00 ,4.00 
4723,2018/7/18,2018/11/13,4.55 ,4.91 ,4.18 ,5.00 ,5.00 ,4.73 ,4.91 
4724,2020/12/26,2021/2/13,4.67 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.67 
4725,,,,,,,,,
4726,,,,,,,,,
4727,2019/1/1,2020/2/4,5.00 ,5.00 ,4.80 ,5.00 ,5.00 ,5.00 ,5.00 
4728,2021/11/22,2022/6/30,4.93 ,5.00 ,4.71 ,5.00 ,4.93 ,4.93 ,4.79 
4729,2021/4/19,2022/8/23,4.69 ,4.73 ,4.65 ,4.87 ,4.85 ,4.58 ,4.60 
4730,2019/10/11,2022/8/28,4.82 ,4.88 ,4.77 ,4.90 ,4.95 ,4.88 ,4.74 
4731,2019/9/5,2022/9/2,4.53 ,4.62 ,4.45 ,4.79 ,4.70 ,4.49 ,4.47 
4732,2022/4/2,2022/8/26,4.69 ,4.75 ,4.50 ,4.50 ,4.69 ,4.75 ,4.69 
4733,2021/9/12,2022/8/26,4.86 ,5.00 ,4.86 ,4.96 ,5.00 ,4.96 ,4.68 
4734,2022/4/13,2022/8/19,5.00 ,5.00 ,4.80 ,5.00 ,5.00 ,5.00 ,5.00 
4735,2015/5/22,2022/8/31,4.73 ,4.81 ,4.67 ,4.90 ,4.88 ,4.60 ,4.77 
4736,2021/6/30,2022/4/24,4.67 ,4.67 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4737,2022/8/28,2022/8/28,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4738,,,,,,,,,
4739,2019/12/29,2022/9/2,4.70 ,4.78 ,4.70 ,4.73 ,4.59 ,4.49 ,4.70 
4740,,,,,,,,,
4741,,,,,,,,,
4742,2017/9/14,2021/10/31,4.91 ,4.90 ,4.85 ,4.97 ,4.99 ,4.82 ,4.81 
4743,2021/7/14,2021/7/14,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4744,,,,,,,,,
4745,2015/12/30,2022/7/10,4.89 ,4.91 ,4.98 ,4.98 ,4.98 ,4.70 ,4.81 
4746,2022/8/25,2022/8/29,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4747,,,,,,,,,
4748,,,,,,,,,
4749,2022/5/20,2022/8/19,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4750,2022/6/14,2022/9/3,4.25 ,4.25 ,4.63 ,4.38 ,3.88 ,3.63 ,4.00 
4751,2017/12/28,2017/12/28,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4752,2016/4/20,2016/4/20,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4753,,,,,,,,,
4754,2015/9/8,2022/8/30,4.81 ,4.90 ,4.75 ,4.93 ,4.92 ,4.62 ,4.82 
4755,2018/7/22,2022/8/28,4.98 ,4.95 ,4.98 ,4.95 ,4.99 ,4.81 ,4.96 
4756,2015/8/19,2015/10/24,5.00 ,5.00 ,4.75 ,5.00 ,5.00 ,5.00 ,5.00 
4757,2019/12/8,2022/6/12,4.97 ,4.97 ,4.97 ,5.00 ,5.00 ,4.91 ,5.00 
4758,2022/5/23,2022/5/23,3.00 ,3.00 ,1.00 ,5.00 ,5.00 ,5.00 ,1.00 
4759,2018/3/31,2020/1/14,4.92 ,4.88 ,4.73 ,4.81 ,4.81 ,4.88 ,4.88 
4760,2016/10/1,2021/10/24,4.97 ,4.94 ,4.94 ,4.83 ,4.96 ,5.00 ,4.86 
4761,2022/6/16,2022/7/9,5.00 ,5.00 ,4.50 ,5.00 ,5.00 ,5.00 ,5.00 
4762,2021/12/10,2022/6/30,4.00 ,4.00 ,4.00 ,4.67 ,3.67 ,5.00 ,4.33 
4763,2021/8/8,2021/12/31,5.00 ,5.00 ,5.00 ,4.50 ,4.50 ,5.00 ,4.50 
4764,2015/10/19,2016/10/10,4.75 ,4.75 ,4.50 ,4.88 ,5.00 ,4.88 ,4.75 
4765,2012/5/15,2013/4/12,4.50 ,4.29 ,3.71 ,4.71 ,4.86 ,4.00 ,4.29 
4766,2021/4/24,2022/7/15,4.79 ,4.76 ,4.74 ,4.85 ,4.85 ,4.71 ,4.76 
4767,2018/2/18,2020/3/9,4.74 ,4.79 ,4.72 ,4.87 ,4.87 ,4.85 ,4.79 
4768,2022/8/8,2022/8/15,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4769,2022/7/17,2022/8/31,4.80 ,4.80 ,4.80 ,4.60 ,4.80 ,4.40 ,5.00 
4770,2021/5/30,2021/5/30,1.00 ,1.00 ,3.00 ,1.00 ,1.00 ,4.00 ,3.00 
4771,2019/12/8,2022/8/22,4.76 ,4.88 ,4.67 ,4.89 ,4.77 ,4.84 ,4.79 
4772,2022/6/23,2022/6/23,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4773,2022/7/15,2022/8/22,4.00 ,4.33 ,4.17 ,4.33 ,3.67 ,4.67 ,3.83 
4774,2018/12/2,2022/9/1,4.97 ,4.97 ,4.96 ,4.91 ,4.96 ,4.94 ,4.94 
4775,,,,,,,,,
4776,,,,,,,,,
4777,2021/5/15,2022/6/30,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4778,,,,,,,,,
4779,,,,,,,,,
4780,2017/9/24,2022/8/31,4.80 ,4.91 ,4.94 ,4.84 ,4.88 ,4.94 ,4.73 
4781,2021/9/6,2022/1/5,4.25 ,5.00 ,4.00 ,5.00 ,5.00 ,4.50 ,4.50 
4782,2021/9/28,2022/4/24,4.75 ,4.50 ,4.25 ,4.75 ,4.75 ,4.75 ,4.75 
4783,2021/10/27,2022/9/6,4.82 ,4.84 ,4.73 ,4.84 ,4.80 ,4.69 ,4.73 
4784,2020/6/27,2022/7/31,4.54 ,4.77 ,4.71 ,4.69 ,4.94 ,4.69 ,4.54 
4785,2017/5/7,2022/8/23,4.75 ,4.85 ,4.71 ,4.93 ,4.89 ,4.69 ,4.77 
4786,,,,,,,,,
4787,2022/2/13,2022/8/30,4.62 ,4.92 ,4.69 ,5.00 ,5.00 ,4.69 ,4.62 
4788,2017/10/22,2017/12/3,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.50 
4789,2021/7/18,2022/8/14,5.00 ,5.00 ,5.00 ,5.00 ,4.87 ,5.00 ,4.93 
4790,2021/6/14,2022/8/14,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4791,,,,,,,,,
4792,2021/10/26,2022/8/18,4.50 ,4.73 ,4.60 ,4.87 ,4.80 ,4.90 ,4.57 
4793,2019/11/22,2022/8/21,4.78 ,4.91 ,4.77 ,4.89 ,4.93 ,4.83 ,4.66 
4794,,,,,,,,,
4795,2022/4/18,2022/7/2,4.33 ,4.33 ,3.33 ,5.00 ,5.00 ,3.67 ,4.67 
4796,2015/6/5,2022/8/29,4.90 ,4.95 ,4.91 ,4.97 ,4.98 ,4.98 ,4.83 
4797,2017/12/3,2017/12/3,0.00 ,,,,,,
4798,2021/11/21,2022/9/4,4.87 ,4.87 ,4.87 ,4.97 ,4.81 ,4.90 ,4.81 
4799,2021/9/4,2022/9/5,4.93 ,5.00 ,5.00 ,4.96 ,5.00 ,4.93 ,4.93 
4800,2022/3/26,2022/8/14,4.47 ,4.53 ,4.76 ,5.00 ,4.76 ,4.18 ,4.59 
4801,2020/1/2,2020/1/2,4.00 ,4.00 ,3.00 ,5.00 ,5.00 ,5.00 ,4.00 
4802,2022/3/13,2022/6/6,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4803,2021/8/22,2022/9/1,4.98 ,4.95 ,5.00 ,4.97 ,4.98 ,4.90 ,4.92 
4804,,,,,,,,,
4805,,,,,,,,,
4806,,,,,,,,,
4807,2019/1/26,2021/10/3,4.83 ,4.89 ,4.90 ,4.92 ,4.88 ,4.78 ,4.80 
4808,2019/11/19,2022/7/5,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.86 ,4.71 
4809,2022/5/31,2022/5/31,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4810,2018/5/4,2022/9/4,4.84 ,4.90 ,4.76 ,4.99 ,4.97 ,4.55 ,4.84 
4811,2022/4/11,2022/8/16,4.67 ,4.75 ,4.75 ,4.79 ,4.92 ,4.58 ,4.67 
4812,2016/3/20,2021/9/24,4.38 ,4.41 ,4.51 ,4.72 ,4.37 ,4.88 ,4.49 
4813,2021/11/3,2022/1/2,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4814,2019/11/3,2019/12/8,4.50 ,4.50 ,4.50 ,4.50 ,5.00 ,5.00 ,5.00 
4815,2021/12/27,2022/8/27,4.68 ,4.77 ,4.59 ,4.86 ,4.95 ,4.77 ,4.82 
4816,2021/11/1,2021/12/24,4.50 ,4.50 ,4.00 ,5.00 ,5.00 ,5.00 ,4.00 
4817,2020/2/22,2020/8/23,4.63 ,4.50 ,4.75 ,4.88 ,4.88 ,4.88 ,4.50 
4818,2012/8/2,2022/6/11,4.85 ,4.81 ,4.88 ,4.89 ,4.92 ,4.63 ,4.76 
4819,2013/11/5,2019/10/23,4.29 ,4.26 ,4.00 ,4.79 ,4.92 ,4.79 ,4.44 
4820,2021/10/15,2022/8/18,4.86 ,4.86 ,4.86 ,4.86 ,5.00 ,4.86 ,4.86 
4821,2017/1/2,2020/3/10,4.67 ,4.87 ,4.43 ,4.79 ,4.97 ,4.91 ,4.67 
4822,2011/12/4,2015/5/27,4.56 ,4.64 ,4.91 ,4.82 ,4.82 ,5.00 ,4.64 
4823,2019/4/20,2020/6/7,4.81 ,4.88 ,4.88 ,4.94 ,5.00 ,5.00 ,5.00 
4824,2020/2/22,2022/3/31,4.83 ,4.67 ,5.00 ,4.83 ,5.00 ,4.83 ,4.83 
4825,2022/5/29,2022/8/18,5.00 ,5.00 ,4.60 ,4.80 ,5.00 ,4.80 ,4.80 
4826,2016/4/19,2022/8/1,4.72 ,4.86 ,4.78 ,4.93 ,4.98 ,4.55 ,4.75 
4827,2011/9/28,2022/9/2,4.91 ,4.93 ,4.91 ,4.92 ,4.88 ,4.93 ,4.80 
4828,2018/7/15,2022/8/26,4.74 ,4.81 ,4.71 ,4.88 ,4.93 ,4.90 ,4.81 
4829,2022/5/15,2022/9/5,4.76 ,4.76 ,4.40 ,5.00 ,4.92 ,4.68 ,4.76 
4830,2022/4/17,2022/7/10,4.67 ,5.00 ,4.67 ,5.00 ,5.00 ,3.33 ,4.33 
4831,2019/7/12,2019/8/30,5.00 ,5.00 ,4.75 ,5.00 ,5.00 ,4.75 ,4.75 
4832,,,,,,,,,
4833,2022/6/27,2022/7/29,4.00 ,4.00 ,4.50 ,4.00 ,4.50 ,2.50 ,3.50 
4834,2012/6/22,2012/6/22,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4835,2021/10/4,2022/7/17,4.65 ,4.60 ,4.25 ,4.85 ,4.90 ,4.65 ,4.55 
4836,2015/8/9,2021/8/29,4.40 ,4.60 ,4.62 ,4.69 ,4.59 ,4.76 ,4.38 
4837,,,,,,,,,
4838,2016/9/6,2019/5/4,4.89 ,4.78 ,4.89 ,4.89 ,4.89 ,4.78 ,4.67 
4839,2019/5/16,2019/8/19,5.00 ,5.00 ,4.00 ,4.50 ,5.00 ,5.00 ,4.00 
4840,2020/3/13,2020/3/13,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4841,2021/8/13,2021/11/1,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4842,,,,,,,,,
4843,2015/8/21,2022/1/2,4.73 ,4.82 ,4.45 ,4.91 ,4.91 ,4.82 ,4.91 
4844,2022/2/3,2022/5/30,3.50 ,3.25 ,4.00 ,3.00 ,4.75 ,3.50 ,3.50 
4845,2021/8/10,2022/8/17,4.71 ,4.89 ,4.79 ,4.74 ,4.89 ,4.55 ,4.71 
4846,2020/11/15,2022/7/31,5.00 ,5.00 ,4.67 ,5.00 ,5.00 ,4.83 ,4.83 
4847,2018/2/17,2018/3/20,5.00 ,5.00 ,4.00 ,5.00 ,5.00 ,5.00 ,5.00 
4848,2018/1/1,2022/7/1,4.64 ,4.82 ,4.55 ,4.94 ,4.82 ,4.64 ,4.61 
4849,2018/9/22,2019/1/2,4.80 ,5.00 ,4.80 ,5.00 ,5.00 ,4.80 ,5.00 
4850,2020/2/17,4.8,4.88 ,4.81 ,4.94 ,4.96 ,4.84 ,4.84 ,
4851,2019/10/20,2022/9/1,4.39 ,4.50 ,4.22 ,4.61 ,4.56 ,4.22 ,4.39 
4852,2021/11/6,2022/8/21,4.76 ,4.91 ,4.91 ,4.91 ,4.94 ,4.68 ,4.88 
4853,,,,,,,,,
4854,2022/8/15,2022/8/15,5.00 ,5.00 ,5.00 ,5.00 ,4.00 ,4.00 ,5.00 
4855,,,,,,,,,
4856,2021/10/22,2021/10/22,3.00 ,4.00 ,5.00 ,5.00 ,3.00 ,5.00 ,3.00 
4857,2016/4/30,2016/8/8,4.38 ,4.38 ,3.38 ,4.88 ,4.88 ,4.63 ,4.25 
4858,2019/11/7,2022/9/3,4.55 ,4.71 ,4.74 ,4.78 ,4.63 ,4.47 ,4.50 
4859,2020/5/17,2022/8/23,4.50 ,4.65 ,4.52 ,4.78 ,4.65 ,4.87 ,4.48 
4860,2016/10/27,2022/8/20,4.48 ,4.69 ,4.57 ,4.86 ,4.85 ,4.86 ,4.58 
4861,2022/1/16,2022/6/1,5.00 ,5.00 ,4.50 ,5.00 ,5.00 ,5.00 ,5.00 
4862,,,,,,,,,
4863,2022/6/4,2022/6/4,3.00 ,3.00 ,3.00 ,2.00 ,2.00 ,4.00 ,2.00 
4864,2015/1/22,2015/6/2,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4865,0,22,52.00 ,327.00 ,44811.00 ,2.00 ,1.00 ,0.00 ,3.00 
4866,2018/2/12,2022/9/2,4.72 ,4.79 ,4.61 ,4.79 ,4.85 ,4.90 ,4.65 
4867,2018/3/20,2019/12/4,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4868,2015/12/24,2015/12/24,5.00 ,4.00 ,4.00 ,5.00 ,5.00 ,5.00 ,5.00 
4869,2022/6/22,2022/6/22,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
4870,2018/8/27,2020/9/26,4.85 ,4.89 ,4.33 ,4.81 ,5.00 ,4.93 ,4.67 
4871,,,,,,,,,
4872,2022/8/7,2022/8/7,4.00 ,5.00 ,5.00 ,4.00 ,4.00 ,4.00 ,5.00 
4873,2020/2/2,2020/2/24,4.00 ,4.25 ,4.25 ,4.25 ,4.25 ,5.00 ,4.00 
4874,2017/8/27,2020/5/18,4.77 ,4.85 ,4.73 ,4.87 ,4.98 ,4.79 ,4.74 
4875,,,,,,,,,
4876,2016/6/26,2020/2/29,4.98 ,4.97 ,4.97 ,4.98 ,4.98 ,4.96 ,4.97 
4877,2022/8/13,2022/8/14,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
