id,name,neighbourhood,building,street,zipcode,phone
4957,MO'S BAR,BROOKLYN,80,LAFAYETTE AVENUE,11217,7187972849
4958,OFF THE HOOKAH,QUEENS,25112,HILLSIDE AVENUE,11426,5163555505
4959,FRANK'S PIZZERIA/DA FRANCO AND TONY RESTAURANT,BRONX,2823,MIDDLETOWN ROAD,10461,7185973333
4960,THE POUR HOUSE,QUEENS,21311,41 AVENUE,11361,7182247687
4961,DUNKIN' DONUTS,MANHATTAN,2264,FREDERICK DOUGLASS BLVD,10027,6465978172
4962,DUNKIN' DONUTS,BROOKLYN,1151,FULTON STREET,11216,7189752177
4963,EL REY,QUEENS,14713,HILLSIDE AVENUE,11435,7182060614
4964,EL VALLE COCINA RESTAURANT,BRONX,3535,JEROME AVENUE,10467,3479479344
4965,OLYMPIC FLAME DINER,MANHATTAN,200,WEST   60 STREET,10023,2125815259
4966,SWEETLEAF,QUEENS,1093,JACKSON AVENUE,11101,9178326726
4967,Fish & Chips,BROOKLYN,555,THROOP AVENUE,11216,7182490711
4968,"BUFFALO WILD WINGS, PEETS COFFEE & TEA, BENTO SUSHI",QUEENS,NKA,JFK INTERNATIONAL AIRPORT,11430,7187514769
4969,ELIA,BROOKLYN,8611,3 AVENUE,11209,7187489891
4970,NoMad,MANHATTAN,1170,BROADWAY,10001,2127961500
4971,KING'S CHEF,QUEENS,4311,28TH AVE,11103,7182746666
4972,LEE'S KITCHEN,BRONX,806,BURKE AVE,10467,7182312003
4973,THE BOX,MANHATTAN,189,CHRYSTIE STREET,10002,2129829330
4974,RATHBONES PUB,MANHATTAN,1702,2 AVENUE,10128,2123697361
4975,CLOCK WORK,MANHATTAN,21,ESSEX STREET,10002,2126774545
4976,MAMA EATERY,MANHATTAN,46,MULBERRY STREET,10013,2126087440
4977,YEMEN CAFE & RESTAURANT,BROOKLYN,176,ATLANTIC AVENUE,11201,7188349533
4978,JUMBO PIZZA,MANHATTAN,3594,BROADWAY,10031,2122914991
4979,THE GRAND PROSPECT HALL,BROOKLYN,263,PROSPECT AVENUE,11215,7187880777
4980,AGRA KING RESTAURANT,BROOKLYN,1961,FLATBUSH AVE,11234,7189756803
4981,HEALTHY FRESH,BRONX,621,EAST  187 STREET,10458,7186187200
4982,FLOR DE BROADWAY RESTAURANT,MANHATTAN,3395,BROADWAY,10031,2122811556
4983,TAQUERIA DE LOS MUERTOS,BROOKLYN,663,WASHINGTON AVENUE,11238,7184840310
4984,DREXLER'S,MANHATTAN,9,AVENUE A,10009,6465245226
4985,MERCI MARKET,MANHATTAN,350,WEST   42 STREET,10036,2125609300
4986,ARRIBA ARRIBA,MANHATTAN,762,9 AVENUE,10019,2124890810
4987,IL TINELLO RISTORANTE,MANHATTAN,16,WEST   56 STREET,10019,2122454388
4988,FLAVORS CORNER,QUEENS,1018,41ST AVE,11101,7183611616
4989,BINY,MANHATTAN,393,CANAL ST,10013,2123345490
4990,CALEXICO,BROOKLYN,645,MANHATTAN AVENUE,11222,3477632129
4991,ROTI BOTI RESTAURANT,QUEENS,2709,21 STREET,11102,7182787888
4992,DE HOT POT,BROOKLYN,1127,WASHINGTON AVENUE,11225,3472401180
4993,LA GOURMET,MANHATTAN,111,EAST   58 STREET,10022,2123080811
4994,CHOP CHOP,MANHATTAN,501,WEST  184 STREET,10033,2122467246
4995,THE ALHAMBRA BALL ROOM,MANHATTAN,2116,ADAM CLAYTON POWELL BOULEVARD,10027,2122226940
4996,SHAKE SHACK,BROOKLYN,1,OLD FULTON ST,11201,3474352775
4997,THE END,BROOKLYN,522,METROPOLITAN AVE,11211,3479873954
4998,ANGEL CANDY STORE,MANHATTAN,634,WEST  207 STREET,10034,2127420679
4999,DENNIS' PLACE,BROOKLYN,1701,PITKIN AVENUE,11212,7184988406
5000,JAMBA JUICE,MANHATTAN,500,5 AVENUE,10110,2127309338
5001,LA FUSTA RESTAURANT,QUEENS,8032,BAXTER AVENUE,11373,7184298222
5002,NEW WAH ON,BROOKLYN,986,SUTTER AVENUE,11208,7183481330
5003,TIME WARNER EXECUTIVE DINING ROOM,MANHATTAN,1,TIME WARNER CENTER,10019,2124846158
5004,BELLA PIZZA,BROOKLYN,1712,PITKIN AVE,11212,3474421339
5005,AMARONE RESTAURANT,MANHATTAN,686,9 AVENUE,10036,2122456060
5006,MARACUS CLUB AND RESTAURANT,QUEENS,12108,JAMAICA AVENUE,11418,7188487171
5007,GAKYI ZOMPE RESTAURANT,QUEENS,4711,47TH AVE,11377,9172441287
5008,FOO HING KITCHEN,BRONX,2706,3 AVENUE,10454,7186657593
5009,BREAD & BUTTER,MANHATTAN,419,PARK AVE S,10016,2126830444
5010,MOLO,STATEN ISLAND,987,BAY ST,10305,7184477676
5011,SHOKUDO,MANHATTAN,658,9TH AVE,10036,2129569415
5012,5 DE MAYO,QUEENS,10809,53 AVENUE,11368,7182715290
5013,SUSHI BY BOU (located inside Gansevort Market),MANHATTAN,353,W 14TH ST,10014,9178701587
5014,SWEET BUTTONS,MANHATTAN,7884,RIVINGTON STREET,10002,2122538484
5015,RED HOOK LOBSTER POUND,BROOKLYN,284,VAN BRUNT ST,11231,7188587650
5016,MCALEER'S PUB,MANHATTAN,425,AMSTERDAM AVENUE,10024,2123627867
5017,SILVER STAR ROTI SHOP,QUEENS,12430,ROCKAWAY BLVD,11420,7188801298
5018,CINTY CENTER COURMET,QUEENS,13519,40TH RD,11354,7187621955
5019,Al-Naimat,QUEENS,3703,74TH ST,11372,7184761100
5020,THE BARBECUE PIT,BRONX,5788,MOSHOLU AVENUE,10471,7186012400
5021,MESA AZTECA,BROOKLYN,91,WYCKOFF AVENUE,11237,3473782838
5022,BAKER'S DOZEN BAGEL,QUEENS,8109,LEFFERTS BOULEVARD,11415,7188471930
5023,SAKURA TOKYO II,BROOKLYN,354,MYRTLE AVENUE,11205,7184888838
5024,A & S PIZZERIA,STATEN ISLAND,87,STUYVESANT PLACE,10301,7184484142
5025,PATZERIA'S PERFECT PIZZA,MANHATTAN,231,WEST   46 STREET,10036,2125757646
5026,AUX EPICES,MANHATTAN,121,BAXTER STREET,10013,2122748585
5027,EXCELLENT DUMPLING HOUSE,MANHATTAN,111,LAFAYETTE ST,10013,2122190212
5028,POPEYES LOUISIANA KITCHEN,BROOKLYN,736,LINDEN BOULEVARD,11203,3476638668
5029,GOLDEN CITY,MANHATTAN,2545,AMSTERDAM AVENUE,10033,2127811979
5030,EAST MING DRAGON,QUEENS,16560,BAISLEY BOULEVARD,11434,7187230778
5031,ORALE TACOS,QUEENS,2323,30TH AVE,11102,7185451212
5032,STARBUCKS,MANHATTAN,219,1 AVENUE,10003,2122540358
5033,EAST NOODLE VILLAGE,MANHATTAN,85,CHRYSTIE ST,10002,2122191728
5034,NEW TU DO RESTAURANT,MANHATTAN,102,BOWERY,10013,2129662666
5035,THE COOKIE HOUSE,BROOKLYN,5328,KINGS PLAZA CENTER,11234,7182526483
5036,ABURI SUSHI BAR,BROOKLYN,769,GRAND ST,11211,7183878815
5037,MILLENIUM HILTON,MANHATTAN,55,CHURCH STREET,10007,2126932001
5038,BLEU MODERN KITCHEN,BROOKLYN,4905,13TH AVE,11219,7184371962
5039,SILVER KITCHEN,QUEENS,4301,21 STREET,11101,7184331327
5040,AGOZAR,MANHATTAN,324,BOWERY,10012,2126776773
5041,TETE-A-TETE,BROOKLYN,2601,EAST   14 STREET,11235,7186760783
5042,ADALYA,MANHATTAN,55,IRVING PL,10003,6468961441
5043,LA GRAN URUGUAYA BAKERY & RESTAURANT,QUEENS,8506,37 AVENUE,11372,7185050404
5044,BURGER KING,BROOKLYN,1661,LINDEN BLVD,11212,7182271100
5045,TWO GUYS  COFFEE SHOP,BROOKLYN,6002,FOSTER AVE,11236,7189681520
5046,CITY COFFEE,QUEENS,7717,37 AVENUE,11372,7186398169
5047,PATSY'S PIZZERIA,QUEENS,2164,UTOPIA PARKWAY,11357,7182240200
5048,METROPOLITAN ROOM,MANHATTAN,34,WEST   22 STREET,10010,2122060440
5049,HOLY MOLY (JESUS' TACO),MANHATTAN,501,WEST 145 ST,10031,2122343330
5050,CAFE EXCHANGE,MANHATTAN,49,BROADWAY,10006,2124255000
5051,TINA'S CUBAN CUISINE,MANHATTAN,179,MADISON AVENUE,10016,2126793500
5052,JASMINE,MANHATTAN,216,E 49TH ST,10017,2123712348
5053,NIX MIX COFFEE SHOP,QUEENS,9017,130 STREET,11418,7188472867
5054,TROPICAL JADE GARDEN RESTAURANT,QUEENS,10801,LIBERTY AVENUE,11419,7186414168
5055,DUNKIN' DONUTS,QUEENS,432,beach 129 street,11694,7186343047
5056,KENNEDY FRIED CHICKEN,BRONX,3042,3 AVENUE,10451,3475833443
5057,CURRY KING,MANHATTAN,942,COLUMBUS AVENUE,10025,6466697826
5058,PAL'S HERO SHOP,BROOKLYN,3081,CROPSEY AVENUE,11224,7182650200
5059,JOE & JOHN TOTO'S RESTAURANT,STATEN ISLAND,809,FATHER CAPODANNO BLVD,10305,7189791888
5060,MANNY'S ON SECOND,MANHATTAN,1770,2 AVENUE,10128,2124103300
5061,SUPER POLLO,BROOKLYN,4102,5 AVENUE,11232,7188715700
5062,KFC,QUEENS,15203,NORTHERN BLVD,11354,7184630218
5063,CARLOS & GABBY'S,BROOKLYN,1376,CONEY ISLAND AVENUE,11230,7183378226
5064,DEFONTE'S SANDWICH SHOP,BROOKLYN,379,COLUMBIA STREET,11231,7186258052
5065,BIU BELLA,QUEENS,10702,QUEENS BOULEVARD,11375,7182684400
5066,TACOS MEXICO,QUEENS,10203,NORTHERN BOULEVARD,11368,7184241956
5067,TASTE GOOD RESTAURANT,MANHATTAN,18,WEST 25TH STREET,10010,2127413223
5068,LITTLE CAESARS,BRONX,4,WEST MOUNT EDEN AVENUE,10452,3475909888
5069,LUDLOW COFFEE SUPPLY,MANHATTAN,176,LUDLOW ST,10002,6465259421
5070,PICK-A-BAGEL,MANHATTAN,297,3 AVENUE,10010,2126861414
5071,BALTHAZAR RESTAURANT,MANHATTAN,80,SPRING STREET,10012,2129651785
5072,NEW YORK DOG HOUSE,QUEENS,1937/6/1 00:00,30 AVENUE,11103,7182743647
5073,Grand Banks,MANHATTAN,,Park N. Moore St. at West S,10013,2129603390
5074,EL VIEJO YAYO RESTAURANT & BAR,QUEENS,9712,101ST AVE,11416,7183223920
5075,BUBBY'S HIGHLINE,MANHATTAN,71,GANSEVOORT ST,10014,2122066200
5076,SABROSO,QUEENS,18320,HORACE HARDING EXPY,11365,7184459999
5077,STARBUCKS,MANHATTAN,665,BROADWAY,10012,9175340799
5078,BLUEPRINT,BROOKLYN,196,5 AVENUE,11217,7186226644
5079,LUNG HWA,QUEENS,3607,164TH ST,11358,7183592624
5080,DUNKIN DONUTS,MANHATTAN,1433,2ND AVE,10021,2127378153
5081,PICCOLO FIORE,MANHATTAN,230,EAST   44 STREET,10017,2129220581
5082,BAREBURGER,MANHATTAN,366,W 46TH ST,10036,2126732273
5083,FIFTH DINING,MANHATTAN,611,5 AVENUE,10022,2129402952
5084,LEE CHUNG CAFE,MANHATTAN,82,MADISON STREET,10002,2122335142
5085,FLACO'S PIZZERIA,MANHATTAN,3876,BROADWAY,10032,2129233733
5086,CUMIN INDIAN RESTAURANT,BRONX,3549,JOHNSON AVENUE,10463,7184322481
5087,LA AVENIDA,MANHATTAN,2247,1ST AVE,10029,9172011707
5088,ABC BEER CO.,MANHATTAN,96,AVENUE C,10009,6464227103
5089,2 BROS PIZZA,BRONX,207,EAST FORDHAM ROAD,10458,7182205980
5090,IL PICCOLO BUFALO,MANHATTAN,141,MULBERRY STREET,10013,2122199068
5091,CHOZA TAQUERIA,MANHATTAN,66,MADISON AVENUE,10016,2122130708
5092,BETTER BEING,MANHATTAN,537,9 AVENUE,10018,2123531986
5093,CHIQUITA'S RESTAURANT,QUEENS,6059,MYRTLE AVENUE,11385,7183860500
5094,"CARVEL ICE CREAM, DAYLIGHT DONUTS, KUNG FU TEA",MANHATTAN,9,BROADWAY,10004,2127855688
5095,HALAL MUSA CHINESE FOOD,BRONX,2023,WESTCHESTER AVENUE,10462,7188921567
5096,BODEGA PIZZA,MANHATTAN,4455,BROADWAY,10040,9176757707
5097,BENNIE'S THAI CAFE,MANHATTAN,88,FULTON STREET,10038,2125878930
5098,BROWNSVILLE FISH FRY,BROOKLYN,446,MOTHER GASTON BLVD,11212,3474421577
5099,CHINA WOK,BRONX,3431,BOSTON ROAD,10469,7186527931
5100,DADDY GREENS,BROOKLYN,352,MALCOLM X BLVD,11233,7184842142
5101,FONDA,BROOKLYN,434,7 AVENUE,11215,7183693144
5102,POSTMARK CAFE,BROOKLYN,326,6 STREET,11215,7187682613
5103,SIX HAPPINESS CHINESE RESTAURANT,BRONX,1378,CROSBY AVENUE,10461,7186788888
5104,LIBERTY WAREHOUSE,BROOKLYN,175,VAN DYKE STREET,11231,3479873121
5105,LUCKY STAR,BRONX,145,W KINGSBRIDGE RD,10468,7188847188
5106,RESTAURANT TATIANA,BROOKLYN,3152,BRIGHTON 6TH ST,11235,7188915151
5107,OMIYA SUSHI II,BROOKLYN,2317,AVENUE U,11229,7188918808
5108,THINK COFFEE,MANHATTAN,73,8 AVENUE,10014,2122556542
5109,NEW RONG HANG RESTAURANT,MANHATTAN,38,ELDRIDGE STREET,10002,2126258999
5110,BURGER KING,BRONX,3500,BOSTON POST ROAD,10469,7185158738
5111,MR. FALAFEL RESTAURANT,BROOKLYN,226,7 AVENUE,11215,7187684961
5112,BAR MISHIMA,MANHATTAN,212,EAST   52 STREET,10022,2125881089
5113,HANG OUT 58,BROOKLYN,5816,FORT HAMILTON PKWY,11219,7188511268
5114,SUBWAY,QUEENS,7919,NORTHERN BOULEVARD,11372,3479567974
5115,HOT BAGELS,BROOKLYN,4706,AVENUE N,11234,7182529440
5116,CHINATOWN RESTAURANT,MANHATTAN,1650,3RD AVE,10128,2129873500
5117,24 HOUR FITNESS CLUB #289,BROOKLYN,945,KINGS HWY,11223,7183769444
5118,OLIO E PIU,MANHATTAN,3,GREENWICH AVENUE,10014,2122436546
5119,CROWN FRIED CHICKEN & PIZZA,BROOKLYN,580,ALBANY AVENUE,11203,7185766070
5120,SARILING ATIN,QUEENS,8912,QUEENS BLVD,11373,7183971200
5121,Q TRAIN DELI,BROOKLYN,1825,CHURCH AVENUE,11226,7182879180
5122,REFRESH CAFE,MANHATTAN,1515,BROADWAY,10036,2128466290
5123,EBENEZER DELI AND GROCERY,BROOKLYN,1401,67TH ST,11219,7184841981
5124,SAIGON MARKET,MANHATTAN,9193,UNIVERSITY PLACE,10003,2129823691
5125,BRINDLE ROOM,MANHATTAN,277,EAST   10 STREET,10009,2125299702
5126,KATRA,MANHATTAN,217,BOWERY,10002,2124733113
5127,ANTHI'S GREEK FOOD,MANHATTAN,614A,AMSTERDAM AVENUE,10024,2127871007
5128,NEW ASIA,MANHATTAN,666,AMSTERDAM AVENUE,10025,6466783689
5129,LOS ANGELES BAKERY,BROOKLYN,729,FLUSHING AVENUE,11206,7187827023
5130,CHURRASCARIA PLATAFORMA,MANHATTAN,316,WEST   49 STREET,10019,2122450505
5131,ROYAL QUEEN/THE REAL KTV,QUEENS,13620,ROOSEVELT AVE,11354,7183583388
5132,TOWERS RESTAURANT AND CATERING,QUEENS,27248,GRAND CENTRAL PKWY,11005,7188198228
5133,FOOD SING RESTAURANT,BROOKLYN,172,GRAND STREET,11211,7187827596
5134,MAYFLOWER (Howard Johnson Hotel),QUEENS,3861,12TH ST,11101,9178689878
5135,DUNKIN' DONUTS,MANHATTAN,601,2 AVENUE,10016,2126833793
5136,57'S ALL AMERICAN GRILL,QUEENS,3345,FRANCIS LEWIS BOULEVARD,11358,7183533057
5137,MAMA KITCHEN,BROOKLYN,7,ROCHESTER AVE,11233,7187713038
5138,CARLYLE GREEN  POOL STAND,STATEN ISLAND,145,CARLYLE GREEN POOL,10312,7189489487
5139,MEI WEI RESTAURANT,BROOKLYN,765,EAST   82 STREET,11236,7182412189
5140,PAZZA NOTTE,MANHATTAN,1375,AVENUE OF THE AMERICAS,10019,2127656288
5141,TOMMY'S,MANHATTAN,3750,BROADWAY,10032,2123681837
5142,PARADOR CALENO,QUEENS,4507,47 AVENUE,11377,7189376700
5143,GERSHWIN THEATRE,MANHATTAN,222,WEST   51 STREET,10019,2123544624
5144,JOE'S LOBSTER HOUSE,STATEN ISLAND,1898,HYLAN BOULEVARD,10305,7186670003
5145,STRAUSS BAKERY,BROOKLYN,5115,13 AVENUE,11219,7188517728
5146,CLAUDIA'S COFFEE SHOP,MANHATTAN,125,BROAD STREET,10004,2123445215
5147,MADE FRESH DAILY,MANHATTAN,226,FRONT STREET,10038,2122852253
5148,BEST LUNCHEONETTE,BROOKLYN,1758,BATH AVENUE,11214,7182361708
5149,HAILE BRISTRO,MANHATTAN,182,AVENUE B,10009,2126738949
5150,AMOR CUBANO,MANHATTAN,2018,3 AVENUE,10029,2129961220
5151,KAMBI RAMEN,MANHATTAN,351,EAST   14 STREET,10003,2122281366
5152,REGINA'S GROCERY,MANHATTAN,27,ORCHARD ST,10002,3476804361
5153,TWIN DONUT,BRONX,3,WEST FORDHAM ROAD,10468,6463935450
5154,LOUNGE BAR CAVE,BROOKLYN,2320,MCDONALD AVENUE,11223,3479151515
5155,FLAVORS,MANHATTAN,100,WEST   23 STREET,10011,2129837474
5156,"KFC, TACO BELL",BROOKLYN,208,MCGUINNESS BOULEVARD,11222,7183836666
5157,MEI WEI RESTAURANT,BROOKLYN,297,BROADWAY,11211,7182186667
5158,DISTRICT TAP HOUSE,MANHATTAN,246,W 38TH ST,10018,2122211822
5159,SPARKS DELI RESTAURANT,QUEENS,2831,BORDEN AVENUE,11101,7183920757
5160,L.A. Pizzeria,QUEENS,2501,JACKSON AVE,11101,7184332500
5161,LUNG SING,QUEENS,103-07,NORTHERN BLVD,11368,7184572869
5162,RONG RESTAURANT,QUEENS,13342,39TH AVE,11354,7189393996
5163,SAKA GURA,MANHATTAN,211,EAST   43 STREET,10017,2129537253
5164,MAMI RESTAURANT,MANHATTAN,1830,AMSTERDAM AVE,10031,2125107481
5165,SILVER KRUST WEST INDIAN RESTAURANT,BROOKLYN,9001,AVENUE A,11236,7184853608
5166,ACTIVE HEALTH (HERBALIFE),STATEN ISLAND,137,CHARLES AVE,10302,3478251011
5167,THE GRAHAM,BROOKLYN,190,GRAHAM AVENUE,11206,7183884608
5168,CHINA WOK KITCHEN,MANHATTAN,63,AVENUE D,10009,2129799327
5169,REAL MADRID RESTAURANT,STATEN ISLAND,2073,FOREST AVENUE,10303,7184477885
5170,FANTASY BAR AND RESTAURANT,BRONX,23,EAST TREMONT AVENUE,10453,3476955964
5171,FAIRFIELD INN CHELSEA,MANHATTAN,116,WEST   28 STREET,10001,2122060998
5172,CAFE GITANE,MANHATTAN,242,MOTT STREET,10012,2123349552
5173,SAHRA CAFE LOUNGE,BROOKLYN,2631,86TH ST,11223,3476519453
5174,CIN CHINESE RESTAURANT,QUEENS,4181,BOWNE ST,11355,6462885763
5175,DISTRICT MOT,QUEENS,3715,BROADWAY,11103,7189560007
5176,CAFE SALAMANCA RESTAURANT,QUEENS,7905,NORTHERN BOULEVARD,11372,7184582446
5177,NINJA JAPAN TERIYAKI,QUEENS,9206,JAMAICA AVE,11421,7188058880
5178,IL FORNETTO TRATTORIA CAFE,BROOKLYN,2902,EMMONS AVENUE,11235,7183328494
5179,WYTHE DINER/ LA ESQUINA,BROOKLYN,225,WYTHE AVENUE,11249,7183935500
5180,STARBUCKS COFFEE #48170,BROOKLYN,470,4TH AVE,11215,2126159732
5181,SUBWAY,QUEENS,13721,LIBERTY AVE,11435,7182620658
5182,DIVINE BICKLES RESTAURANT.,QUEENS,15721,ROCKAWAY BLVD,11434,7189490095
5183,CAFE MOCHA,MANHATTAN,116,2 AVENUE,10003,2122531046
5184,AROME CAFE 32,MANHATTAN,138,WEST   32 STREET,10001,2122957870
5185,THE LOFT STEAKHOUSE,BROOKLYN,1306,40TH ST,11218,7184755600
5186,LAN LARB,MANHATTAN,637,2ND AVE,10016,2128891769
5187,NEW GARDEN,BRONX,1535,WESTCHESTER AVE,10472,7189913384
5188,L'UNIQUE BAR & RESTAURANT,BROOKLYN,1773,NOSTRAND AVE,11226,3474258686
5189,TELEGRAPHE CAFE,MANHATTAN,107,WEST   18 STREET,10011,2124885810
5190,CAFE HABANA/CAFE HABANA TO GO,MANHATTAN,17,PRINCE STREET,10012,2126252001
5191,SUNSWEET FRESH MARKET,MANHATTAN,838,6TH AVE,10001,2125328383
5192,AMERICAN LEGION VETERANS POST,MANHATTAN,248,WEST  132 STREET,10027,2122839701
5193,BAR TRUMAN,MANHATTAN,75,9th AVE,10011,9176132058
5194,MARTINIELLOS,QUEENS,675,ONDERDONK AVE,11385,3479161959
5195,JEN'S RESTAURANT,BRONX,3110,EAST TREMONT AVENUE,10461,7188283399
5196,KENNEDY FRIED CHICKEN,BRONX,1815,GRAND CONCOURSE,10453,7185839565
5197,SUSHI 33,QUEENS,6356,BOOTH STREET,11374,7188963033
5198,KENKA,MANHATTAN,25,ST MARKS PLACE,10003,2122546363
5199,GENNARO'S REST & PIZZERIA,STATEN ISLAND,413,NEW DORP LANE,10306,7189792382
5200,JOHN'S PIZZERIA AND RESTAURANT,QUEENS,8340,PARSONS BOULEVARD,11432,7185231381
5201,CLAY POT NYC,MANHATTAN,58,SAINT MARKS PL,10003,6464346449
5202,NOGLU NEW YORK,MANHATTAN,1266,MADISON AVE,10128,2127722011
5203,A LA TURKA,MANHATTAN,1417,2 AVENUE,10021,2127442424
5204,SUBWAY,MANHATTAN,30,ROCKERFELLER PLAZA,10112,2125862783
5205,HEAVY WOODS,BROOKLYN,50,WYCKOFF AVENUE,11237,9292343500
5206,MING'S DELIGHT,MANHATTAN,594,3 AVENUE,10016,2129222888
5207,ROOSEVELT SPORTS BAR,QUEENS,13345,ROOSEVELT AVENUE,11354,7184632313
5208,SONY CLUB,MANHATTAN,25,MADISON AVE,10010,3473803647
5209,BARBES,BROOKLYN,376,NINTH STREET,11215,3474220248
5210,BURGER KING,QUEENS,24202,61 AVENUE,11362,7182295701
5211,RYE,BROOKLYN,247,SOUTH    1 STREET,11211,7182188047
5212,J&L FAMILY PIZZERIA,QUEENS,10911,FARMERS BLVD,11412,7187407400
5213,GRAND FERRY,BROOKLYN,229,KENT AVENUE,11249,7187828500
5214,169 BAR,MANHATTAN,169,EAST BROADWAY,10002,9175772077
5215,MCDONALD'S,BRONX,36,WEST FORDHAM ROAD,10468,7189332183
5216,KATI THAI CUISINE,MANHATTAN,347,EAST   14 STREET,10003,2125332046
5217,SZECHUAN GOURMET,MANHATTAN,242,WEST   56 STREET,10019,2122652226
5218,SZECHUAN GARDEN,MANHATTAN,239,W 105TH ST,10025,2128658808
5219,GOLDEN KRUST,BROOKLYN,1848,E NEW YORK AVE,11207,7189227520
5220,ROW HOUSE,MANHATTAN,2128,FREDERICK DOUGLASS BLVD,10026,2122560019
5221,SUNSET PARK DINER & DONUTS,BROOKLYN,889,5 AVENUE,11232,7184380381
5222,PONCHE TAQUERIA,MANHATTAN,420,WEST   49 STREET,10019,2125811235
5223,THE WHISKEY BROOKLYN,BROOKLYN,44,BERRY STREET,11249,7183878444
5224,NORTHERN TERRITORY,BROOKLYN,12,FRANKLIN ST.,11222,3476894065
5225,BLUE PARROT BAR,BROOKLYN,3219,FULTON ST,11208,7184849010
5226,SEGUINE BAGEL BAKERY,STATEN ISLAND,5840,AMBOY ROAD,10309,7189666097
5227,XOCHIMILCO FAMILY REST,BRONX,653,MELROSE AVENUE,10455,7184025400
5228,KING GRILL RESTAURANT,BRONX,855,EAST  169 STREET,10459,3476347063
5229,PEKING EXPRESS,QUEENS,13412,ROCKAWAY BLVD,11420,7186593626
5230,PROFIT CHINESE RESTAURANT,MANHATTAN,538,2 AVENUE,10016,2126850563
5231,WING WAGON,BROOKLYN,351,FLATBUSH AVENUE,11238,7183980501
5232,JJ'S COFFEE SHOP AND RESTAURANT FRITAILLE,BROOKLYN,4021,GLENWOOD ROAD,11210,3476362850
5233,BRAVEST,MANHATTAN,700,2 AVENUE,10016,2126833766
5234,TISANE PHARMACY,MANHATTAN,340,EAST   86 STREET,10028,2125170037
5235,BLUE SKY BAKERY,BROOKLYN,404,ROGERS AVE,11225,7185522088
5236,BENVENUTO CAFE FLATIRON,MANHATTAN,34,E 23RD ST,10010,2126775775
5237,BROOKLYN BAGELS,BROOKLYN,55,5TH AVE,11217,7182308889
5238,EXPRESS BROOK LUNCH RESTAURANT,BRONX,502,EAST  138 STREET,10454,7185855880
5239,AVERE RISTORANTE,BROOKLYN,222,DUFFIELD ST,11201,9172815197
5240,A-1 PIZZA SHOP,MANHATTAN,505,GRAND STREET,10002,2125330214
5241,SINDBAD,BROOKLYN,7721,5TH AVE,11209,7184915600
5242,CARVEL ICE CREAM,QUEENS,5612,METROPOLITAN AVENUE,11385,7183869300
5243,KENNEDY FRIED CHICKEN,BRONX,733,WESTCHESTER AVE,10455,6463635595
5244,CASCARINO'S,QUEENS,15259,10 AVENUE,11357,7187464370
5245,MITOUSHI JAPANESE SUSHI,BROOKLYN,1221,QUENTIN ROAD,11229,7189989882
5246,LA SALA,QUEENS,3205,CRESCENT ST,11106,7186066121
5247,MANCORA,MANHATTAN,99,1 AVENUE,10003,2122531011
5248,ICE HOUSE CAFE,BRONX,140,REYNOLDS AVENUE,10465,7188635580
5249,EMPIRE KITCHEN,MANHATTAN,563A,W 207TH ST,10034,2125691212
5250,MAMA BELLA RESTAURANT,BROOKLYN,457,BUSHWICK AVE,11206,7183816262
5251,BISTRO SK,BRONX,273,CITY ISLAND AVENUE,10464,7188851670
5252,THE ROXY HOTEL,MANHATTAN,32,WHITE STREET,10013,2125193565
5253,55 BAR,MANHATTAN,55,CHRISTOPHER STREET,10014,2129299883
5254,ARTURO'S PIZZA,BRONX,5189A,BROADWAY,10463,7185623820
5255,SHALEL,MANHATTAN,65,WEST   70 STREET,10023,2128732300
5256,SUBWAY,STATEN ISLAND,303,PAGE AVENUE,10307,7183560662
5257,SUBWAY,QUEENS,6025,ROOSEVELT AVE,11377,7187799166
5258,SUMMERS,BROOKLYN,155,SOUTH 4TH ST.,11211,3479873558
5259,RICHIE RICH CAIBBEAN AND AMERICAN CUISINE,BRONX,769,BURKE AVENUE,10467,3473415551
5260,AYIOS GREEK ROTISSERIE,MANHATTAN,2,ST MARKS PLACE,10003,2122609762
5261,BURGER JOINT IC,BROOKLYN,220,36TH ST,11232,2123333353
5262,CAFE EXCHANGE,MANHATTAN,49,BROADWAY,10006,2124255000
5263,D'AMICOS COFFEE,BROOKLYN,309,COURT ST,11231,7188755403
5264,SOBA NOODLE AZUMA,MANHATTAN,251,W 55TH ST,10019,9172620540
5265,AVENITA DINER,QUEENS,8323,PARSONS BOULEVARD,11432,7182978540
5266,ORIGINAL RAY'S PIZZA,MANHATTAN,811,LEXINGTON AVENUE,10065,2122238117
5267,LAS CAMELIAS BAR & RESTAURANT,BRONX,1802,WESTCHESTER AVENUE,10472,7187941827
5268,DELMY FOOD,BRONX,456,EAST  149 STREET,10455,6463261014
5269,LITTLE KITCHEN,BRONX,303,WEST  230 STREET,10463,7183444374
5270,SUBWAY,QUEENS,20520,JAMAICA AVE,11423,3474264162
5271,JACKSON BAGEL,QUEENS,8530,37TH AVE,11372,7186852542
5272,JEN'S ROTI SHOP,BROOKLYN,825,FLATBUSH AVENUE,11226,3474654722
5273,ANDY'S DELI,MANHATTAN,291,BROADWAY,10007,2122274111
5274,MAX BAKERY & RESTAURANT,QUEENS,3763,90 STREET,11372,3479866651
5275,CARMA ASIAN TAPAS,MANHATTAN,38,CARMINE ST,10014,2122430388
